clock,passenger_enter,passenger_leave,car_enter,car_leave,motorcycle_enter,motorcycle_leave,bicycle_enter,bicycle_leave,walker,car_parked,motorcycle_parked,bicycle_parked,car_cannot_park,motorcycle_cannot_park,bicycle_cannot_park,car_left_failed,motorcycle_left_failed,bicycle_left_failed,CPU_time(in second)
22,0,0,0,0,0,0,0,0,0,86,0,1240,0,0,0,0,0,0,
23,15,15,3,3,4,4,3,3,10,86,0,1240,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,86,0,1240,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,86,0,1240,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,86,0,1240,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,86,0,1240,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,86,0,1240,0,0,0,0,0,0,
5,4,4,1,1,1,1,1,1,2,86,0,1240,0,0,0,0,0,0,
6,15,0,1,0,4,0,1,0,9,87,4,1241,0,0,0,0,0,0,
7,15,0,4,0,0,0,1,0,10,90,4,1242,1,0,0,0,0,0,
8,25,25,5,5,8,8,5,5,14,85,0,1239,5,7,3,0,3,0,
9,9,9,2,2,3,3,2,2,4,85,0,1239,0,0,0,0,0,0,
10,11,11,2,2,3,3,2,2,8,85,0,1239,0,0,0,0,0,0,
11,4,4,1,1,1,1,1,1,2,85,0,1239,0,0,0,0,0,0,
12,5,5,1,1,2,2,1,1,2,85,0,1239,0,0,0,0,0,0,
13,8,8,2,2,2,2,2,2,4,85,0,1239,0,0,0,0,0,0,
14,17,17,3,3,5,5,3,3,12,85,0,1239,0,0,0,0,0,0,
15,12,12,2,2,4,4,2,2,8,85,0,1239,0,0,0,0,0,0,
16,3,3,1,1,1,1,1,1,0,85,0,1239,0,0,0,0,0,0,
17,43,12,3,0,4,4,9,1,34,88,0,1245,0,0,2,0,0,0,
18,6,60,1,5,2,16,1,5,36,84,0,1241,0,0,0,0,14,0,
19,3,3,1,1,1,1,1,1,0,84,0,1241,0,0,0,0,0,0,
20,21,21,4,4,6,6,4,4,14,84,0,1241,0,2,0,0,2,0,
21,4,4,1,1,1,1,1,1,2,84,0,1241,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,84,0,1241,0,0,0,0,0,0,
23,10,10,2,2,3,3,2,2,6,84,0,1241,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,84,0,1241,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,84,0,1241,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,84,0,1241,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,84,0,1241,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,84,0,1241,0,0,0,0,0,0,
5,4,4,1,1,1,1,1,1,2,84,0,1241,0,0,0,0,0,0,
6,24,0,2,0,6,0,2,0,14,86,5,1243,0,1,0,0,0,0,
7,20,0,5,0,0,0,1,0,14,90,5,1244,1,0,0,0,0,0,
8,18,18,4,4,5,5,4,4,10,86,0,1240,4,5,4,0,0,0,
9,14,14,3,3,4,4,3,3,8,86,0,1240,0,0,0,0,0,0,
10,9,9,2,2,3,3,2,2,4,86,0,1240,0,0,0,0,0,0,
11,7,7,1,1,2,2,1,1,6,86,0,1240,0,0,0,0,0,0,
12,2,2,0,0,1,1,0,0,2,86,0,1240,0,0,0,0,0,0,
13,8,8,2,2,2,2,2,2,4,86,0,1240,0,0,0,0,0,0,
14,13,13,3,3,4,4,3,3,6,86,0,1240,0,0,0,0,0,0,
15,10,10,2,2,3,3,2,2,6,86,0,1240,0,0,0,0,0,0,
16,7,7,1,1,2,2,1,1,6,86,0,1240,0,0,0,0,0,0,
17,50,14,3,0,5,5,11,1,39,89,0,1243,0,0,7,0,0,0,
18,8,78,2,7,2,20,2,7,46,83,0,1238,1,0,0,0,18,0,
19,5,5,1,1,2,2,1,1,2,83,0,1238,0,0,0,0,0,0,
20,22,22,4,4,7,7,4,4,14,83,0,1238,0,1,0,0,1,0,
21,4,4,1,1,1,1,1,1,2,83,0,1238,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,83,0,1238,0,0,0,0,0,0,
23,18,18,4,4,5,5,4,4,10,83,0,1238,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,83,0,1238,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,83,0,1238,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,83,0,1238,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,83,0,1238,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,83,0,1238,0,0,0,0,0,0,
5,3,3,1,1,1,1,1,1,0,83,0,1238,0,0,0,0,0,0,
6,17,0,1,0,4,0,1,0,11,84,4,1239,0,0,0,0,0,0,
7,18,0,5,0,0,0,1,0,12,89,4,1240,0,0,0,0,0,0,
8,21,21,4,4,6,6,4,4,14,86,1,1236,3,3,4,0,0,0,
9,10,10,2,2,3,3,2,2,6,86,1,1236,0,0,0,0,0,0,
10,11,11,2,2,3,3,2,2,8,86,1,1236,0,0,0,0,0,0,
11,11,11,2,2,3,3,2,2,8,86,1,1236,0,0,0,0,0,0,
12,5,5,1,1,2,2,1,1,2,86,1,1236,0,0,0,0,0,0,
13,9,9,2,2,3,3,2,2,4,86,1,1236,0,0,0,0,0,0,
14,14,14,3,3,4,4,3,3,8,86,1,1236,0,0,0,0,0,0,
15,8,8,2,2,2,2,2,2,4,86,1,1236,0,0,0,0,0,0,
16,6,6,1,1,2,2,1,1,4,86,1,1236,0,0,0,0,0,0,
17,45,12,3,0,4,4,10,1,35,89,0,1245,0,1,0,0,0,0,
18,7,67,1,6,2,17,1,6,41,84,0,1240,0,0,0,0,15,0,
19,6,6,1,1,2,2,1,1,4,84,0,1240,0,0,0,0,0,0,
20,15,15,3,3,4,4,3,3,10,84,0,1240,0,0,0,0,0,0,
21,3,3,1,1,1,1,1,1,0,84,0,1240,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,84,0,1240,0,0,0,0,0,0,
23,11,11,2,2,3,3,2,2,8,84,0,1240,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,84,0,1240,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,84,0,1240,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,84,0,1240,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,84,0,1240,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,84,0,1240,0,0,0,0,0,0,
5,2,2,0,0,1,1,0,0,2,84,0,1240,0,0,0,0,0,0,
6,30,0,3,0,8,0,3,0,16,87,5,1243,0,3,0,0,0,0,
7,11,0,3,0,0,0,1,0,7,90,5,1244,0,0,0,0,0,0,
8,16,16,3,3,5,5,3,3,10,87,0,1241,3,5,3,0,0,0,
9,9,9,2,2,3,3,2,2,4,87,0,1241,0,0,0,0,0,0,
10,13,13,3,3,4,4,3,3,6,87,0,1241,0,0,0,0,0,0,
11,9,9,2,2,3,3,2,2,4,87,0,1241,0,0,0,0,0,0,
12,1,1,0,0,0,0,0,0,2,87,0,1241,0,0,0,0,0,0,
13,11,11,2,2,3,3,2,2,8,87,0,1241,0,0,0,0,0,0,
14,9,9,2,2,3,3,2,2,4,87,0,1241,0,0,0,0,0,0,
15,6,6,1,1,2,2,1,1,4,87,0,1241,0,0,0,0,0,0,
16,3,3,1,1,1,1,1,1,0,87,0,1241,0,0,0,0,0,0,
17,47,13,3,0,5,5,10,1,36,90,0,1245,0,1,5,0,1,0,
18,6,55,1,5,2,14,1,5,33,85,0,1241,1,0,0,0,12,0,
19,2,2,0,0,1,1,0,0,2,85,0,1241,0,0,0,0,0,0,
20,19,19,4,4,6,6,4,4,10,85,0,1241,0,2,0,0,2,0,
21,5,5,1,1,2,2,1,1,2,85,0,1241,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,85,0,1241,0,0,0,0,0,0,
23,18,18,4,4,5,5,4,4,10,85,0,1240,0,0,1,0,0,0,
0,0,0,0,0,0,0,0,0,0,85,0,1240,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,85,0,1240,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,85,0,1240,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,85,0,1240,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,85,0,1240,0,0,0,0,0,0,
5,4,4,1,1,1,1,1,1,2,85,0,1240,0,0,0,0,0,0,
6,24,0,2,0,6,0,2,0,14,87,6,1242,0,0,0,0,0,0,
7,18,0,5,0,0,0,1,0,12,90,6,1242,2,0,1,0,0,0,
8,16,16,3,3,5,5,3,3,10,87,1,1239,3,5,3,0,0,0,
9,16,16,3,3,5,5,3,3,10,87,1,1239,0,0,0,0,0,0,
10,9,9,2,2,3,3,2,2,4,87,1,1239,0,0,0,0,0,0,
11,6,6,1,1,2,2,1,1,4,87,1,1239,0,0,0,0,0,0,
12,2,2,0,0,1,1,0,0,2,87,1,1239,0,0,0,0,0,0,
13,10,10,2,2,3,3,2,2,6,87,1,1239,0,0,0,0,0,0,
14,14,14,3,3,4,4,3,3,8,87,1,1239,0,0,0,0,0,0,
15,10,10,2,2,3,3,2,2,6,87,1,1239,0,0,0,0,0,0,
16,9,9,2,2,3,3,2,2,4,87,1,1239,0,0,0,0,0,0,
17,47,13,3,0,5,5,10,1,36,90,0,1243,0,1,5,0,0,0,
18,5,51,1,4,2,13,1,4,31,86,0,1240,1,0,0,0,11,0,
19,4,4,1,1,1,1,1,1,2,86,0,1240,0,0,0,0,0,0,
20,29,29,6,6,9,9,6,6,16,84,0,1240,2,5,0,0,5,0,
21,5,5,1,1,2,2,1,1,2,84,0,1240,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,84,0,1240,0,0,0,0,0,0,
23,16,16,3,3,5,5,3,3,10,84,0,1240,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,84,0,1240,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,84,0,1240,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,84,0,1240,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,84,0,1240,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,84,0,1240,0,0,0,0,0,0,
5,4,4,1,1,1,1,1,1,2,84,0,1240,0,0,0,0,0,0,
6,30,0,3,0,8,0,3,0,16,87,5,1243,0,3,0,0,0,0,
7,16,0,4,0,0,0,1,0,11,90,5,1244,1,0,0,0,0,0,
8,17,17,3,3,5,5,3,3,12,87,0,1241,3,5,3,0,0,0,
9,14,14,3,3,4,4,3,3,8,87,0,1241,0,0,0,0,0,0,
10,8,8,2,2,2,2,2,2,4,87,0,1241,0,0,0,0,0,0,
11,8,8,2,2,2,2,2,2,4,87,0,1241,0,0,0,0,0,0,
12,4,4,1,1,1,1,1,1,2,87,0,1241,0,0,0,0,0,0,
13,13,13,3,3,4,4,3,3,6,87,0,1241,0,0,0,0,0,0,
14,20,20,4,4,6,6,4,4,12,86,0,1241,1,2,0,0,2,0,
15,10,10,2,2,3,3,2,2,6,86,0,1241,0,0,0,0,0,0,
16,8,8,2,2,2,2,2,2,4,86,0,1241,0,0,0,0,0,0,
17,52,14,3,0,5,5,11,1,41,89,0,1245,0,1,6,0,1,0,
18,7,67,1,6,2,17,1,6,41,84,0,1240,0,0,0,0,15,0,
19,5,5,1,1,2,2,1,1,2,84,0,1240,0,0,0,0,0,0,
20,22,22,4,4,7,7,4,4,14,84,0,1240,0,2,0,0,2,0,
21,4,4,1,1,1,1,1,1,2,84,0,1240,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,84,0,1240,0,0,0,0,0,0,
23,11,11,2,2,3,3,2,2,8,84,0,1240,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,84,0,1240,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,84,0,1240,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,84,0,1240,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,84,0,1240,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,84,0,1240,0,0,0,0,0,0,
5,4,4,1,1,1,1,1,1,2,84,0,1240,0,0,0,0,0,0,
6,18,0,2,0,5,0,2,0,9,86,5,1242,0,0,0,0,0,0,
7,10,0,3,0,0,0,1,0,6,89,5,1243,0,0,0,0,0,0,
8,23,23,5,5,7,7,5,5,12,85,0,1239,4,7,4,0,2,0,
9,12,12,2,2,4,4,2,2,8,85,0,1239,0,0,0,0,0,0,
10,9,9,2,2,3,3,2,2,4,85,0,1239,0,0,0,0,0,0,
11,7,7,1,1,2,2,1,1,6,85,0,1239,0,0,0,0,0,0,
12,4,4,1,1,1,1,1,1,2,85,0,1239,0,0,0,0,0,0,
13,9,9,2,2,3,3,2,2,4,85,0,1239,0,0,0,0,0,0,
14,13,13,3,3,4,4,3,3,6,85,0,1239,0,0,0,0,0,0,
15,8,8,2,2,2,2,2,2,4,85,0,1239,0,0,0,0,0,0,
16,10,10,2,2,3,3,2,2,6,85,0,1239,0,0,0,0,0,0,
17,53,14,3,0,5,5,12,1,41,88,0,1243,0,0,7,0,0,0,
18,7,70,1,6,2,18,1,6,43,83,0,1238,0,0,0,0,16,0,
19,4,4,1,1,1,1,1,1,2,83,0,1238,0,0,0,0,0,0,
20,20,20,4,4,6,6,4,4,12,83,0,1238,0,0,0,0,0,0,
21,4,4,1,1,1,1,1,1,2,83,0,1238,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,83,0,1238,0,0,0,0,0,0,
23,18,18,4,4,5,5,4,4,10,83,0,1238,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,83,0,1238,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,83,0,1238,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,83,0,1238,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,83,0,1238,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,83,0,1238,0,0,0,0,0,0,
5,4,4,1,1,1,1,1,1,2,83,0,1238,0,0,0,0,0,0,
6,21,0,2,0,5,0,2,0,12,85,5,1240,0,0,0,0,0,0,
7,19,0,5,0,0,0,1,0,13,90,5,1241,0,0,0,0,0,0,
8,19,19,4,4,6,6,4,4,10,86,0,1240,4,6,1,0,1,0,
9,14,14,3,3,4,4,3,3,8,86,0,1240,0,0,0,0,0,0,
10,12,12,2,2,4,4,2,2,8,86,0,1240,0,0,0,0,0,0,
11,10,10,2,2,3,3,2,2,6,86,0,1240,0,0,0,0,0,0,
12,4,4,1,1,1,1,1,1,2,86,0,1240,0,0,0,0,0,0,
13,7,7,1,1,2,2,1,1,6,86,0,1240,0,0,0,0,0,0,
14,14,14,3,3,4,4,3,3,8,86,0,1240,0,0,0,0,0,0,
15,8,8,2,2,2,2,2,2,4,86,0,1240,0,0,0,0,0,0,
16,11,11,2,2,3,3,2,2,8,86,0,1240,0,0,0,0,0,0,
17,50,14,3,0,5,5,11,1,39,89,0,1245,0,1,5,0,1,0,
18,7,70,1,6,2,18,1,6,43,84,0,1240,0,0,0,0,16,0,
19,3,3,1,1,1,1,1,1,0,84,0,1240,0,0,0,0,0,0,
20,13,13,3,3,4,4,3,3,6,84,0,1240,0,0,0,0,0,0,
21,5,5,1,1,2,2,1,1,2,84,0,1240,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,84,0,1240,0,0,0,0,0,0,
23,17,17,3,3,5,5,3,3,12,84,0,1240,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,84,0,1240,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,84,0,1240,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,84,0,1240,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,84,0,1240,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,84,0,1240,0,0,0,0,0,0,
5,4,4,1,1,1,1,1,1,2,84,0,1240,0,0,0,0,0,0,
6,27,0,2,0,7,0,2,0,16,86,6,1242,0,1,0,0,0,0,
7,19,0,5,0,0,0,1,0,13,90,6,1242,1,0,1,0,0,0,
8,11,11,2,2,3,3,2,2,8,88,3,1240,2,3,2,0,0,0,
9,12,12,2,2,4,4,2,2,8,88,2,1240,0,1,0,0,0,0,
10,4,4,1,1,1,1,1,1,2,88,2,1240,0,0,0,0,0,0,
11,9,9,2,2,3,3,2,2,4,88,2,1240,0,0,0,0,0,0,
12,3,3,1,1,1,1,1,1,0,88,2,1240,0,0,0,0,0,0,
13,9,9,2,2,3,3,2,2,4,88,2,1240,0,0,0,0,0,0,
14,17,17,3,3,5,5,3,3,12,87,1,1239,1,1,1,0,0,0,
15,8,8,2,2,2,2,2,2,4,87,1,1239,0,0,0,0,0,0,
16,7,7,1,1,2,2,1,1,6,87,1,1239,0,0,0,0,0,0,
17,56,15,3,0,6,5,12,1,44,90,0,1243,0,2,7,0,0,0,
18,6,65,1,6,2,17,1,6,38,84,0,1238,1,0,0,0,15,0,
19,4,4,1,1,1,1,1,1,2,84,0,1238,0,0,0,0,0,0,
20,20,20,4,4,6,6,4,4,12,84,0,1238,0,0,0,0,0,0,
21,4,4,1,1,1,1,1,1,2,84,0,1238,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,84,0,1238,0,0,0,0,0,0,
23,24,24,5,5,7,7,5,5,14,84,0,1238,0,2,0,0,2,0,
0,0,0,0,0,0,0,0,0,0,84,0,1238,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,84,0,1238,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,84,0,1238,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,84,0,1238,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,84,0,1238,0,0,0,0,0,0,
5,3,3,1,1,1,1,1,1,0,84,0,1238,0,0,0,0,0,0,
6,22,0,2,0,6,0,2,0,12,86,6,1240,0,0,0,0,0,0,
7,20,0,5,0,0,0,1,0,14,90,6,1241,1,0,0,0,0,0,
8,17,17,3,3,5,5,3,3,12,87,1,1239,3,5,2,0,0,0,
9,5,5,1,1,2,2,1,1,2,87,1,1239,0,0,0,0,0,0,
10,7,7,1,1,2,2,1,1,6,87,1,1239,0,0,0,0,0,0,
11,9,9,2,2,3,3,2,2,4,87,1,1239,0,0,0,0,0,0,
12,3,3,1,1,1,1,1,1,0,87,1,1239,0,0,0,0,0,0,
13,6,6,1,1,2,2,1,1,4,87,1,1239,0,0,0,0,0,0,
14,15,15,3,3,4,4,3,3,10,87,1,1239,0,0,0,0,0,0,
15,8,8,2,2,2,2,2,2,4,87,1,1239,0,0,0,0,0,0,
16,8,8,2,2,2,2,2,2,4,87,1,1239,0,0,0,0,0,0,
17,48,13,3,0,5,5,11,1,36,90,1,1241,0,0,8,0,0,0,
18,6,61,1,5,2,16,1,5,37,85,0,1237,1,0,0,0,13,0,
19,3,3,1,1,1,1,1,1,0,85,0,1237,0,0,0,0,0,0,
20,20,20,4,4,6,6,4,4,12,85,0,1237,0,0,0,0,0,0,
21,3,3,1,1,1,1,1,1,0,85,0,1237,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,85,0,1237,0,0,0,0,0,0,
23,13,13,3,3,4,4,3,3,6,85,0,1237,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,85,0,1237,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,85,0,1237,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,85,0,1237,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,85,0,1237,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,85,0,1237,0,0,0,0,0,0,
5,3,3,1,1,1,1,1,1,0,85,0,1237,0,0,0,0,0,0,
6,22,0,2,0,6,0,2,0,12,87,6,1239,0,0,0,0,0,0,
7,10,0,3,0,0,0,1,0,6,90,6,1240,0,0,0,0,0,0,
8,16,16,3,3,5,5,3,3,10,87,2,1237,3,4,3,0,0,0,
9,12,12,2,2,4,4,2,2,8,87,2,1237,0,0,0,0,0,0,
10,9,9,2,2,3,3,2,2,4,87,2,1237,0,0,0,0,0,0,
11,5,5,1,1,2,2,1,1,2,87,2,1237,0,0,0,0,0,0,
12,4,4,1,1,1,1,1,1,2,87,2,1237,0,0,0,0,0,0,
13,11,11,2,2,3,3,2,2,8,87,2,1237,0,0,0,0,0,0,
14,17,17,3,3,5,5,3,3,12,87,2,1237,0,0,0,0,0,0,
15,7,7,1,1,2,2,1,1,6,87,2,1237,0,0,0,0,0,0,
16,7,7,1,1,2,2,1,1,6,87,2,1237,0,0,0,0,0,0,
17,50,14,3,0,5,5,11,1,39,90,1,1241,0,1,6,0,0,0,
18,5,53,1,5,2,14,1,5,30,85,0,1237,1,0,0,0,11,0,
19,4,4,1,1,1,1,1,1,2,85,0,1237,0,0,0,0,0,0,
20,21,21,4,4,6,6,4,4,14,85,0,1237,0,0,0,0,0,0,
21,3,3,1,1,1,1,1,1,0,85,0,1237,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,85,0,1237,0,0,0,0,0,0,
23,15,15,3,3,4,4,3,3,10,85,0,1237,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,85,0,1237,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,85,0,1237,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,85,0,1237,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,85,0,1237,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,85,0,1237,0,0,0,0,0,0,
5,3,3,1,1,1,1,1,1,0,85,0,1237,0,0,0,0,0,0,
6,32,0,3,0,8,0,3,0,18,88,7,1240,0,1,0,0,0,0,
7,18,0,5,0,0,0,1,0,12,90,7,1240,3,0,1,0,0,0,
8,22,22,4,4,7,7,4,4,14,86,0,1236,4,7,4,0,0,0,
9,12,12,2,2,4,4,2,2,8,86,0,1236,0,0,0,0,0,0,
10,7,7,1,1,2,2,1,1,6,86,0,1236,0,0,0,0,0,0,
11,7,7,1,1,2,2,1,1,6,86,0,1236,0,0,0,0,0,0,
12,5,5,1,1,2,2,1,1,2,86,0,1236,0,0,0,0,0,0,
13,6,6,1,1,2,2,1,1,4,86,0,1236,0,0,0,0,0,0,
14,17,17,3,3,5,5,3,3,12,86,0,1236,0,0,0,0,0,0,
15,11,11,2,2,3,3,2,2,8,86,0,1236,0,0,0,0,0,0,
16,8,8,2,2,2,2,2,2,4,86,0,1236,0,0,0,0,0,0,
17,43,12,3,0,4,4,9,1,34,89,0,1244,0,0,0,0,0,0,
18,6,63,1,5,2,16,1,5,39,85,0,1240,0,0,0,0,14,0,
19,2,2,0,0,1,1,0,0,2,85,0,1240,0,0,0,0,0,0,
20,22,22,4,4,7,7,4,4,14,85,0,1240,0,2,0,0,2,0,
21,5,5,1,1,2,2,1,1,2,85,0,1240,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,85,0,1240,0,0,0,0,0,0,
23,16,16,3,3,5,5,3,3,10,85,0,1240,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,85,0,1240,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,85,0,1240,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,85,0,1240,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,85,0,1240,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,85,0,1240,0,0,0,0,0,0,
5,5,5,1,1,2,2,1,1,2,85,0,1240,0,0,0,0,0,0,
6,32,0,3,0,8,0,3,0,18,88,5,1243,0,3,0,0,0,0,
7,15,0,4,0,0,0,1,0,10,90,5,1244,2,0,0,0,0,0,
8,3,3,1,1,1,1,1,1,0,89,4,1243,1,1,1,0,0,0,
9,7,7,1,1,2,2,1,1,6,89,3,1243,0,1,0,0,0,0,
10,9,9,2,2,3,3,2,2,4,88,1,1243,1,2,0,0,0,0,
11,7,7,1,1,2,2,1,1,6,88,1,1243,0,0,0,0,0,0,
12,4,4,1,1,1,1,1,1,2,88,1,1243,0,0,0,0,0,0,
13,7,7,1,1,2,2,1,1,6,88,1,1243,0,0,0,0,0,0,
14,18,18,4,4,5,5,4,4,10,86,0,1240,2,1,3,0,0,0,
15,11,11,2,2,3,3,2,2,8,86,0,1240,0,0,0,0,0,0,
16,9,9,2,2,3,3,2,2,4,86,0,1240,0,0,0,0,0,0,
17,57,15,3,0,6,5,13,1,44,89,0,1245,0,2,7,0,1,0,
18,6,60,1,5,2,16,1,5,36,85,0,1241,0,0,0,0,14,0,
19,3,3,1,1,1,1,1,1,0,85,0,1241,0,0,0,0,0,0,
20,16,16,3,3,5,5,3,3,10,85,0,1241,0,0,0,0,0,0,
21,5,5,1,1,2,2,1,1,2,85,0,1241,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,85,0,1241,0,0,0,0,0,0,
23,17,17,3,3,5,5,3,3,12,85,0,1241,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,85,0,1241,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,85,0,1241,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,85,0,1241,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,85,0,1241,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,85,0,1241,0,0,0,0,0,0,
5,3,3,1,1,1,1,1,1,0,85,0,1241,0,0,0,0,0,0,
6,12,0,1,0,3,0,1,0,7,86,3,1242,0,0,0,0,0,0,
7,13,0,3,0,0,0,1,0,9,89,3,1243,0,0,0,0,0,0,
8,22,22,4,4,7,7,4,4,14,86,0,1240,3,5,3,0,2,0,
9,8,8,2,2,2,2,2,2,4,86,0,1240,0,0,0,0,0,0,
10,12,12,2,2,4,4,2,2,8,86,0,1240,0,0,0,0,0,0,
11,11,11,2,2,3,3,2,2,8,86,0,1240,0,0,0,0,0,0,
12,3,3,1,1,1,1,1,1,0,86,0,1240,0,0,0,0,0,0,
13,11,11,2,2,3,3,2,2,8,86,0,1240,0,0,0,0,0,0,
14,17,17,3,3,5,5,3,3,12,86,0,1240,0,0,0,0,0,0,
15,10,10,2,2,3,3,2,2,6,86,0,1240,0,0,0,0,0,0,
16,8,8,2,2,2,2,2,2,4,86,0,1240,0,0,0,0,0,0,
17,51,14,3,0,5,5,11,1,40,89,0,1243,0,0,7,0,0,0,
18,7,67,1,6,2,17,1,6,41,84,0,1238,0,0,0,0,15,0,
19,3,3,1,1,1,1,1,1,0,84,0,1238,0,0,0,0,0,0,
20,22,22,4,4,7,7,4,4,14,84,0,1238,0,1,0,0,1,0,
21,4,4,1,1,1,1,1,1,2,84,0,1238,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,84,0,1238,0,0,0,0,0,0,
23,18,18,4,4,5,5,4,4,10,84,0,1238,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,84,0,1238,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,84,0,1238,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,84,0,1238,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,84,0,1238,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,84,0,1238,0,0,0,0,0,0,
5,4,4,1,1,1,1,1,1,2,84,0,1238,0,0,0,0,0,0,
6,26,0,2,0,7,0,2,0,15,86,7,1240,0,0,0,0,0,0,
7,18,0,5,0,0,0,1,0,12,90,7,1240,1,0,1,0,0,0,
